-0.079287104	-0.005716752	0.108843885	-0.039713312	0.029271232	-0.0050939173	-0.023864824	0.067273386	0.06922127	-0.0013058962	0.11244697	-0.001414725	0.0693567	0.055290684	-0.039690226	-0.0010622938
-0.071986906	0.02793844	0.13016504	-0.021181978	0.0067827315	0.021477405	-0.00464627	0.013287035	0.08142291	-0.009005834	0.063417286	-0.024088709	0.073460124	0.07999743	-0.08696712	-0.083852515
0.0017187517	-0.01122099	0.107744254	-0.07034378	-0.0048952512	0.04673079	-0.007991035	0.076402664	0.10062185	-0.009945065	0.08382242	-0.046363965	0.011922947	0.122313514	-0.1040331	-0.08285331
-0.12854959	0.059866086	0.08452773	-0.034038767	0.015567725	0.046126116	-0.01880357	0.09653863	0.06843576	0.033258103	0.02356117	-0.056974042	-0.010745371	0.03709659	-0.07257945	-0.023814693
-0.0822938	0.022948312	0.12551613	-0.087830365	0.033470385	0.022561677	-0.019848665	0.083960265	0.009269145	-0.041318938	0.14034174	-0.01286983	0.011241526	0.041375887	-0.012875145	-0.045005504
-0.06537811	0.05446261	0.1196123	-0.032899134	-0.0667138	0.02826538	-0.07816698	0.09754387	0.11497491	-0.04372714	0.04179497	0.034147166	-0.02420693	0.023136452	-0.11819966	0.036016062
-0.053004228	-0.03818868	0.09391543	-0.016515784	-0.06172925	0.027920846	0.03775693	0.06335959	0.07176601	0.055488024	0.1223292	0.044807065	0.05746496	0.056568068	-0.049807746	-0.10439206
-0.0263121	0.053775012	0.01310043	-0.06360806	-0.041022297	0.01629641	-0.08987581	0.058224674	0.08966461	-0.01376638	0.0023043517	-0.005635121	0.00405452	0.017805807	-0.117658995	-0.07076222
-0.13801432	0.00031289874	0.0085906265	0.0052065034	-0.006051078	0.042531867	-0.015229154	0.10937892	0.06827351	0.011744529	0.07476694	-0.024579585	0.014813562	0.077129245	-0.05429788	-0.045970812
-0.04446955	0.006771805	0.09659038	-0.051250022	0.012248417	0.031874724	0.064328246	0.064686686	0.016352864	-0.049251955	0.049588133	-0.07438872	-0.016312763	0.04253424	-0.022905366	-0.1263742
0.014936581	0.04663573	0.04360274	-0.027001198	-0.079641275	-0.028363073	0.013065816	0.01818732	0.027574033	-0.032105096	0.12043981	-0.07043113	0.05979292	0.060350273	0.005465419	-0.034643326
-0.12377181	-0.041911785	0.17099611	-0.06535552	-0.018560048	-0.045245808	-0.050274566	0.03629873	0.15409485	0.028839093	0.09190441	-0.02518435	-0.012247212	-0.0020901193	-0.0068707005	-0.058052216
-0.092605256	0.007021117	-0.015968222	0.025758844	-0.022110404	0.016729679	-0.06719111	0.065326475	0.091292255	-0.00937809	0.01994537	-0.077993244	0.059619136	0.014727111	-0.090100616	-0.0064718346
-0.03935409	0.061465774	0.032736752	-0.043845717	0.004655844	-0.015005141	-0.030372033	0.00885378	0.12642854	0.07281385	0.0632998	0.048733693	0.098587066	0.06434972	0.072445005	-0.039067354
-0.042594407	-0.009687124	0.06842931	-0.047393963	-0.056479752	-0.017527636	-0.012407774	0.023819126	0.033221845	0.057671785	-0.018034806	-0.031201592	0.031481776	0.15171605	-0.08323257	-0.096546195
-0.10608933	-0.042723168	-0.015671689	0.0017390702	0.03153933	-0.025633063	-0.007782963	0.0052573537	0.049347863	0.025462374	0.16412884	-0.031325344	0.03414646	0.032964654	-0.0853481	-0.057378218
-0.060061283	0.030475145	0.07989825	0.001571769	-0.0788268	-0.08346132	-0.06762168	-0.0022333495	0.10401302	0.03468187	0.139074	-0.08465916	0.062870674	0.05824149	-0.1991698	0.007758941
-0.095081374	0.034809742	0.04569317	0.0053390106	-0.11228112	-0.020372711	-0.04857271	0.040641777	0.079226755	-0.028852437	0.03946108	0.011215155	0.033022866	0.008352472	-0.033661414	-0.02106035
-0.010229143	0.002198053	0.09388195	-0.06376322	-0.030664911	0.0045622545	-0.03748737	0.07496505	-0.006224655	-0.08846868	0.0707415	0.0078921085	0.01063938	-0.024235785	-0.045080148	-0.016659856
-0.06971414	0.009124371	0.075511955	-0.040402092	0.017515685	0.07133696	-0.020885885	0.051439203	0.089673996	0.012287868	-0.010466376	-0.07369021	0.054733653	0.08305729	-0.10250222	-0.099028416
-0.04940635	0.101053216	0.09209513	0.026954355	0.05922787	0.05952306	-0.016183307	0.042444337	0.04578224	-0.0306401	0.08172838	0.014069301	-0.008658064	-0.009798631	0.04345012	-0.05232257
-0.11267428	0.038405754	-0.10640641	-0.12118777	-0.04459177	0.056731332	-0.0216248	0.07370122	0.09243259	0.12848069	0.02181761	0.06803581	0.03701419	0.043838274	0.080657385	-0.02929953
-0.08663329	-0.09369144	0.12786949	-0.00919118	0.014395032	0.0142004145	0.061849695	0.11816186	0.0072660004	-0.15049338	-0.0027201893	-0.08236474	-0.032165207	0.05328703	-0.040081237	0.02877527
